waktu,stasiun,AOD
2024-10-15 09:00:00,Slipi,
2024-10-15 09:00:00,Menteng,
2024-10-15 09:00:00,Jagakarsa,
2024-10-15 09:00:00,Jatinegara,
2024-10-15 09:00:00,Kelapa Gading Indah,
2024-10-15 10:00:00,Slipi,
2024-10-15 10:00:00,Menteng,
2024-10-15 10:00:00,Jagakarsa,
2024-10-15 10:00:00,Jatinegara,
2024-10-15 10:00:00,Kelapa Gading Indah,
2024-10-15 11:00:00,Slipi,
2024-10-15 11:00:00,Menteng,
2024-10-15 11:00:00,Jagakarsa,
2024-10-15 11:00:00,Jatinegara,
2024-10-15 11:00:00,Kelapa Gading Indah,
2024-10-15 12:00:00,Slipi,
2024-10-15 12:00:00,Menteng,
2024-10-15 12:00:00,Jagakarsa,
2024-10-15 12:00:00,Jatinegara,
2024-10-15 12:00:00,Kelapa Gading Indah,
2024-10-15 13:00:00,Slipi,
2024-10-15 13:00:00,Menteng,
2024-10-15 13:00:00,Jagakarsa,
2024-10-15 13:00:00,Jatinegara,
2024-10-15 13:00:00,Kelapa Gading Indah,
2024-10-15 14:00:00,Slipi,
2024-10-15 14:00:00,Menteng,
2024-10-15 14:00:00,Jagakarsa,
2024-10-15 14:00:00,Jatinegara,
2024-10-15 14:00:00,Kelapa Gading Indah,
2024-10-15 15:00:00,Slipi,
2024-10-15 15:00:00,Menteng,
2024-10-15 15:00:00,Jagakarsa,
2024-10-15 15:00:00,Jatinegara,
2024-10-15 15:00:00,Kelapa Gading Indah,
2024-10-15 16:00:00,Slipi,
2024-10-15 16:00:00,Menteng,
2024-10-15 16:00:00,Jagakarsa,
2024-10-15 16:00:00,Jatinegara,
2024-10-15 16:00:00,Kelapa Gading Indah,
2024-10-16 07:00:00,Slipi,
2024-10-16 07:00:00,Menteng,
2024-10-16 07:00:00,Jagakarsa,
2024-10-16 07:00:00,Jatinegara,
2024-10-16 07:00:00,Kelapa Gading Indah,
2024-10-16 08:00:00,Slipi,
2024-10-16 08:00:00,Menteng,
2024-10-16 08:00:00,Jagakarsa,
2024-10-16 08:00:00,Jatinegara,
2024-10-16 08:00:00,Kelapa Gading Indah,
2024-10-16 09:00:00,Slipi,
2024-10-16 09:00:00,Menteng,
2024-10-16 09:00:00,Jagakarsa,
2024-10-16 09:00:00,Jatinegara,
2024-10-16 09:00:00,Kelapa Gading Indah,
2024-10-16 10:00:00,Slipi,
2024-10-16 10:00:00,Menteng,
2024-10-16 10:00:00,Jagakarsa,
2024-10-16 10:00:00,Jatinegara,
2024-10-16 10:00:00,Kelapa Gading Indah,
2024-10-16 11:00:00,Slipi,
2024-10-16 11:00:00,Menteng,
2024-10-16 11:00:00,Jagakarsa,
2024-10-16 11:00:00,Jatinegara,
2024-10-16 11:00:00,Kelapa Gading Indah,
2024-10-16 12:00:00,Slipi,
2024-10-16 12:00:00,Menteng,
2024-10-16 12:00:00,Jagakarsa,
2024-10-16 12:00:00,Jatinegara,
2024-10-16 12:00:00,Kelapa Gading Indah,
2024-10-16 13:00:00,Slipi,
2024-10-16 13:00:00,Menteng,
2024-10-16 13:00:00,Jagakarsa,
2024-10-16 13:00:00,Jatinegara,
2024-10-16 13:00:00,Kelapa Gading Indah,
2024-10-16 14:00:00,Slipi,
2024-10-16 14:00:00,Menteng,
2024-10-16 14:00:00,Jagakarsa,
2024-10-16 14:00:00,Jatinegara,
2024-10-16 14:00:00,Kelapa Gading Indah,
2024-10-16 15:00:00,Slipi,
2024-10-16 15:00:00,Menteng,
2024-10-16 15:00:00,Jagakarsa,
2024-10-16 15:00:00,Jatinegara,
2024-10-16 15:00:00,Kelapa Gading Indah,
2024-10-16 16:00:00,Slipi,
2024-10-16 16:00:00,Menteng,
2024-10-16 16:00:00,Jagakarsa,
2024-10-16 16:00:00,Jatinegara,
2024-10-16 16:00:00,Kelapa Gading Indah,
2024-10-17 07:00:00,Slipi,
2024-10-17 07:00:00,Menteng,
2024-10-17 07:00:00,Jagakarsa,
2024-10-17 07:00:00,Jatinegara,
2024-10-17 07:00:00,Kelapa Gading Indah,
2024-10-17 08:00:00,Slipi,
2024-10-17 08:00:00,Menteng,
2024-10-17 08:00:00,Jagakarsa,
2024-10-17 08:00:00,Jatinegara,
2024-10-17 08:00:00,Kelapa Gading Indah,
2024-10-17 09:00:00,Slipi,
2024-10-17 09:00:00,Menteng,
2024-10-17 09:00:00,Jagakarsa,
2024-10-17 09:00:00,Jatinegara,
2024-10-17 09:00:00,Kelapa Gading Indah,
2024-10-17 10:00:00,Slipi,
2024-10-17 10:00:00,Menteng,
2024-10-17 10:00:00,Jagakarsa,
2024-10-17 10:00:00,Jatinegara,
2024-10-17 10:00:00,Kelapa Gading Indah,
2024-10-17 11:00:00,Slipi,
2024-10-17 11:00:00,Menteng,
2024-10-17 11:00:00,Jagakarsa,
2024-10-17 11:00:00,Jatinegara,
2024-10-17 11:00:00,Kelapa Gading Indah,
2024-10-17 12:00:00,Slipi,
2024-10-17 12:00:00,Menteng,
2024-10-17 12:00:00,Jagakarsa,
2024-10-17 12:00:00,Jatinegara,
2024-10-17 12:00:00,Kelapa Gading Indah,
2024-10-17 13:00:00,Slipi,
2024-10-17 13:00:00,Menteng,
2024-10-17 13:00:00,Jagakarsa,
2024-10-17 13:00:00,Jatinegara,
2024-10-17 13:00:00,Kelapa Gading Indah,
2024-10-17 14:00:00,Slipi,
2024-10-17 14:00:00,Menteng,
2024-10-17 14:00:00,Jagakarsa,
2024-10-17 14:00:00,Jatinegara,
2024-10-17 14:00:00,Kelapa Gading Indah,
2024-10-17 15:00:00,Slipi,
2024-10-17 15:00:00,Menteng,
2024-10-17 15:00:00,Jagakarsa,
2024-10-17 15:00:00,Jatinegara,
2024-10-17 15:00:00,Kelapa Gading Indah,
2024-10-17 16:00:00,Slipi,
2024-10-17 16:00:00,Menteng,
2024-10-17 16:00:00,Jagakarsa,
2024-10-17 16:00:00,Jatinegara,
2024-10-17 16:00:00,Kelapa Gading Indah,
2024-10-18 07:00:00,Slipi,
2024-10-18 07:00:00,Menteng,
2024-10-18 07:00:00,Jagakarsa,
2024-10-18 07:00:00,Jatinegara,
2024-10-18 07:00:00,Kelapa Gading Indah,
2024-10-18 08:00:00,Slipi,
2024-10-18 08:00:00,Menteng,
2024-10-18 08:00:00,Jagakarsa,
2024-10-18 08:00:00,Jatinegara,
2024-10-18 08:00:00,Kelapa Gading Indah,
2024-10-18 09:00:00,Slipi,
2024-10-18 09:00:00,Menteng,
2024-10-18 09:00:00,Jagakarsa,
2024-10-18 09:00:00,Jatinegara,
2024-10-18 09:00:00,Kelapa Gading Indah,
2024-10-18 10:00:00,Slipi,
2024-10-18 10:00:00,Menteng,
2024-10-18 10:00:00,Jagakarsa,
2024-10-18 10:00:00,Jatinegara,
2024-10-18 10:00:00,Kelapa Gading Indah,
2024-10-18 11:00:00,Slipi,
2024-10-18 11:00:00,Menteng,
2024-10-18 11:00:00,Jagakarsa,
2024-10-18 11:00:00,Jatinegara,
2024-10-18 11:00:00,Kelapa Gading Indah,
2024-10-18 12:00:00,Slipi,
2024-10-18 12:00:00,Menteng,
2024-10-18 12:00:00,Jagakarsa,
2024-10-18 12:00:00,Jatinegara,
2024-10-18 12:00:00,Kelapa Gading Indah,
2024-10-18 13:00:00,Slipi,
2024-10-18 13:00:00,Menteng,
2024-10-18 13:00:00,Jagakarsa,
2024-10-18 13:00:00,Jatinegara,
2024-10-18 13:00:00,Kelapa Gading Indah,
2024-10-18 14:00:00,Slipi,
2024-10-18 14:00:00,Menteng,
2024-10-18 14:00:00,Jagakarsa,
2024-10-18 14:00:00,Jatinegara,
2024-10-18 14:00:00,Kelapa Gading Indah,
2024-10-18 15:00:00,Slipi,
2024-10-18 15:00:00,Menteng,
2024-10-18 15:00:00,Jagakarsa,
2024-10-18 15:00:00,Jatinegara,
2024-10-18 15:00:00,Kelapa Gading Indah,
2024-10-18 16:00:00,Slipi,
2024-10-18 16:00:00,Menteng,
2024-10-18 16:00:00,Jagakarsa,
2024-10-18 16:00:00,Jatinegara,
2024-10-18 16:00:00,Kelapa Gading Indah,
2024-10-19 07:00:00,Slipi,
2024-10-19 07:00:00,Menteng,
2024-10-19 07:00:00,Jagakarsa,
2024-10-19 07:00:00,Jatinegara,
2024-10-19 07:00:00,Kelapa Gading Indah,
2024-10-19 08:00:00,Slipi,
2024-10-19 08:00:00,Menteng,
2024-10-19 08:00:00,Jagakarsa,
2024-10-19 08:00:00,Jatinegara,
2024-10-19 08:00:00,Kelapa Gading Indah,
2024-10-19 09:00:00,Slipi,
2024-10-19 09:00:00,Menteng,
2024-10-19 09:00:00,Jagakarsa,
2024-10-19 09:00:00,Jatinegara,
2024-10-19 09:00:00,Kelapa Gading Indah,
2024-10-19 10:00:00,Slipi,
2024-10-19 10:00:00,Menteng,
2024-10-19 10:00:00,Jagakarsa,
2024-10-19 10:00:00,Jatinegara,
2024-10-19 10:00:00,Kelapa Gading Indah,
2024-10-19 11:00:00,Slipi,
2024-10-19 11:00:00,Menteng,
2024-10-19 11:00:00,Jagakarsa,
2024-10-19 11:00:00,Jatinegara,
2024-10-19 11:00:00,Kelapa Gading Indah,
2024-10-19 12:00:00,Slipi,
2024-10-19 12:00:00,Menteng,
2024-10-19 12:00:00,Jagakarsa,
2024-10-19 12:00:00,Jatinegara,
2024-10-19 12:00:00,Kelapa Gading Indah,
2024-10-19 13:00:00,Slipi,
2024-10-19 13:00:00,Menteng,
2024-10-19 13:00:00,Jagakarsa,
2024-10-19 13:00:00,Jatinegara,
2024-10-19 13:00:00,Kelapa Gading Indah,
2024-10-19 14:00:00,Slipi,
2024-10-19 14:00:00,Menteng,
2024-10-19 14:00:00,Jagakarsa,
2024-10-19 14:00:00,Jatinegara,
2024-10-19 14:00:00,Kelapa Gading Indah,
2024-10-19 15:00:00,Slipi,
2024-10-19 15:00:00,Menteng,
2024-10-19 15:00:00,Jagakarsa,
2024-10-19 15:00:00,Jatinegara,
2024-10-19 15:00:00,Kelapa Gading Indah,
2024-10-19 16:00:00,Slipi,
2024-10-19 16:00:00,Menteng,
2024-10-19 16:00:00,Jagakarsa,
2024-10-19 16:00:00,Jatinegara,
2024-10-19 16:00:00,Kelapa Gading Indah,
2024-10-20 07:00:00,Slipi,
2024-10-20 07:00:00,Menteng,
2024-10-20 07:00:00,Jagakarsa,
2024-10-20 07:00:00,Jatinegara,
2024-10-20 07:00:00,Kelapa Gading Indah,
2024-10-20 08:00:00,Slipi,
2024-10-20 08:00:00,Menteng,
2024-10-20 08:00:00,Jagakarsa,
2024-10-20 08:00:00,Jatinegara,
2024-10-20 08:00:00,Kelapa Gading Indah,
2024-10-20 09:00:00,Slipi,
2024-10-20 09:00:00,Menteng,
2024-10-20 09:00:00,Jagakarsa,
2024-10-20 09:00:00,Jatinegara,
2024-10-20 09:00:00,Kelapa Gading Indah,
2024-10-20 10:00:00,Slipi,
2024-10-20 10:00:00,Menteng,
2024-10-20 10:00:00,Jagakarsa,
2024-10-20 10:00:00,Jatinegara,
2024-10-20 10:00:00,Kelapa Gading Indah,
2024-10-20 11:00:00,Slipi,
2024-10-20 11:00:00,Menteng,
2024-10-20 11:00:00,Jagakarsa,
2024-10-20 11:00:00,Jatinegara,
2024-10-20 11:00:00,Kelapa Gading Indah,
2024-10-20 12:00:00,Slipi,
2024-10-20 12:00:00,Menteng,
2024-10-20 12:00:00,Jagakarsa,
2024-10-20 12:00:00,Jatinegara,
2024-10-20 12:00:00,Kelapa Gading Indah,
2024-10-20 13:00:00,Slipi,
2024-10-20 13:00:00,Menteng,
2024-10-20 13:00:00,Jagakarsa,
2024-10-20 13:00:00,Jatinegara,
2024-10-20 13:00:00,Kelapa Gading Indah,
2024-10-20 14:00:00,Slipi,
2024-10-20 14:00:00,Menteng,
2024-10-20 14:00:00,Jagakarsa,
2024-10-20 14:00:00,Jatinegara,
2024-10-20 14:00:00,Kelapa Gading Indah,
2024-10-20 15:00:00,Slipi,
2024-10-20 15:00:00,Menteng,
2024-10-20 15:00:00,Jagakarsa,
2024-10-20 15:00:00,Jatinegara,
2024-10-20 15:00:00,Kelapa Gading Indah,
2024-10-20 16:00:00,Slipi,
2024-10-20 16:00:00,Menteng,
2024-10-20 16:00:00,Jagakarsa,
2024-10-20 16:00:00,Jatinegara,
2024-10-20 16:00:00,Kelapa Gading Indah,
2024-10-21 07:00:00,Slipi,
2024-10-21 07:00:00,Menteng,
2024-10-21 07:00:00,Jagakarsa,
2024-10-21 07:00:00,Jatinegara,
2024-10-21 07:00:00,Kelapa Gading Indah,
2024-10-21 08:00:00,Slipi,
2024-10-21 08:00:00,Menteng,
2024-10-21 08:00:00,Jagakarsa,
2024-10-21 08:00:00,Jatinegara,
2024-10-21 08:00:00,Kelapa Gading Indah,
2024-10-21 09:00:00,Slipi,
2024-10-21 09:00:00,Menteng,
2024-10-21 09:00:00,Jagakarsa,
2024-10-21 09:00:00,Jatinegara,
2024-10-21 09:00:00,Kelapa Gading Indah,
2024-10-21 10:00:00,Slipi,
2024-10-21 10:00:00,Menteng,
2024-10-21 10:00:00,Jagakarsa,
2024-10-21 10:00:00,Jatinegara,
2024-10-21 10:00:00,Kelapa Gading Indah,
2024-10-21 11:00:00,Slipi,
2024-10-21 11:00:00,Menteng,
2024-10-21 11:00:00,Jagakarsa,
2024-10-21 11:00:00,Jatinegara,
2024-10-21 11:00:00,Kelapa Gading Indah,
2024-10-21 12:00:00,Slipi,
2024-10-21 12:00:00,Menteng,
2024-10-21 12:00:00,Jagakarsa,
2024-10-21 12:00:00,Jatinegara,
2024-10-21 12:00:00,Kelapa Gading Indah,
2024-10-21 13:00:00,Slipi,
2024-10-21 13:00:00,Menteng,
2024-10-21 13:00:00,Jagakarsa,
2024-10-21 13:00:00,Jatinegara,
2024-10-21 13:00:00,Kelapa Gading Indah,
2024-10-21 14:00:00,Slipi,
2024-10-21 14:00:00,Menteng,
2024-10-21 14:00:00,Jagakarsa,
2024-10-21 14:00:00,Jatinegara,
2024-10-21 14:00:00,Kelapa Gading Indah,
2024-10-21 15:00:00,Slipi,
2024-10-21 15:00:00,Menteng,
2024-10-21 15:00:00,Jagakarsa,
2024-10-21 15:00:00,Jatinegara,
2024-10-21 15:00:00,Kelapa Gading Indah,
2024-10-21 16:00:00,Slipi,
2024-10-21 16:00:00,Menteng,
2024-10-21 16:00:00,Jagakarsa,
2024-10-21 16:00:00,Jatinegara,
2024-10-21 16:00:00,Kelapa Gading Indah,
2024-10-22 07:00:00,Slipi,
2024-10-22 07:00:00,Menteng,
2024-10-22 07:00:00,Jagakarsa,
2024-10-22 07:00:00,Jatinegara,
2024-10-22 07:00:00,Kelapa Gading Indah,
2024-10-22 08:00:00,Slipi,
2024-10-22 08:00:00,Menteng,
2024-10-22 08:00:00,Jagakarsa,
2024-10-22 08:00:00,Jatinegara,
2024-10-22 08:00:00,Kelapa Gading Indah,
2024-10-22 09:00:00,Slipi,
2024-10-22 09:00:00,Menteng,
2024-10-22 09:00:00,Jagakarsa,
2024-10-22 09:00:00,Jatinegara,
2024-10-22 09:00:00,Kelapa Gading Indah,
2024-10-22 10:00:00,Slipi,
2024-10-22 10:00:00,Menteng,
2024-10-22 10:00:00,Jagakarsa,
2024-10-22 10:00:00,Jatinegara,
2024-10-22 10:00:00,Kelapa Gading Indah,
2024-10-22 11:00:00,Slipi,
2024-10-22 11:00:00,Menteng,
2024-10-22 11:00:00,Jagakarsa,
2024-10-22 11:00:00,Jatinegara,
2024-10-22 11:00:00,Kelapa Gading Indah,
2024-10-22 12:00:00,Slipi,
2024-10-22 12:00:00,Menteng,
2024-10-22 12:00:00,Jagakarsa,
2024-10-22 12:00:00,Jatinegara,
2024-10-22 12:00:00,Kelapa Gading Indah,
2024-10-22 13:00:00,Slipi,
2024-10-22 13:00:00,Menteng,
2024-10-22 13:00:00,Jagakarsa,
2024-10-22 13:00:00,Jatinegara,
2024-10-22 13:00:00,Kelapa Gading Indah,
2024-10-22 14:00:00,Slipi,
2024-10-22 14:00:00,Menteng,
2024-10-22 14:00:00,Jagakarsa,
2024-10-22 14:00:00,Jatinegara,
2024-10-22 14:00:00,Kelapa Gading Indah,
2024-10-22 15:00:00,Slipi,
2024-10-22 15:00:00,Menteng,
2024-10-22 15:00:00,Jagakarsa,
2024-10-22 15:00:00,Jatinegara,
2024-10-22 15:00:00,Kelapa Gading Indah,
2024-10-22 16:00:00,Slipi,
2024-10-22 16:00:00,Menteng,
2024-10-22 16:00:00,Jagakarsa,
2024-10-22 16:00:00,Jatinegara,
2024-10-22 16:00:00,Kelapa Gading Indah,
2024-10-23 07:00:00,Slipi,
2024-10-23 07:00:00,Menteng,
2024-10-23 07:00:00,Jagakarsa,
2024-10-23 07:00:00,Jatinegara,
2024-10-23 07:00:00,Kelapa Gading Indah,
2024-10-23 08:00:00,Slipi,
2024-10-23 08:00:00,Menteng,
2024-10-23 08:00:00,Jagakarsa,
2024-10-23 08:00:00,Jatinegara,
2024-10-23 08:00:00,Kelapa Gading Indah,
2024-10-23 09:00:00,Slipi,
2024-10-23 09:00:00,Menteng,
2024-10-23 09:00:00,Jagakarsa,
2024-10-23 09:00:00,Jatinegara,
2024-10-23 09:00:00,Kelapa Gading Indah,
2024-10-23 10:00:00,Slipi,
2024-10-23 10:00:00,Menteng,
2024-10-23 10:00:00,Jagakarsa,
2024-10-23 10:00:00,Jatinegara,
2024-10-23 10:00:00,Kelapa Gading Indah,
2024-10-23 11:00:00,Slipi,
2024-10-23 11:00:00,Menteng,
2024-10-23 11:00:00,Jagakarsa,
2024-10-23 11:00:00,Jatinegara,
2024-10-23 11:00:00,Kelapa Gading Indah,
2024-10-23 12:00:00,Slipi,
2024-10-23 12:00:00,Menteng,
2024-10-23 12:00:00,Jagakarsa,
2024-10-23 12:00:00,Jatinegara,
2024-10-23 12:00:00,Kelapa Gading Indah,
2024-10-23 13:00:00,Slipi,
2024-10-23 13:00:00,Menteng,
2024-10-23 13:00:00,Jagakarsa,
2024-10-23 13:00:00,Jatinegara,
2024-10-23 13:00:00,Kelapa Gading Indah,
2024-10-23 14:00:00,Slipi,
2024-10-23 14:00:00,Menteng,
2024-10-23 14:00:00,Jagakarsa,
2024-10-23 14:00:00,Jatinegara,
2024-10-23 14:00:00,Kelapa Gading Indah,
2024-10-23 15:00:00,Slipi,
2024-10-23 15:00:00,Menteng,
2024-10-23 15:00:00,Jagakarsa,
2024-10-23 15:00:00,Jatinegara,
2024-10-23 15:00:00,Kelapa Gading Indah,
2024-10-23 16:00:00,Slipi,
2024-10-23 16:00:00,Menteng,
2024-10-23 16:00:00,Jagakarsa,
2024-10-23 16:00:00,Jatinegara,
2024-10-23 16:00:00,Kelapa Gading Indah,
2024-10-24 07:00:00,Slipi,
2024-10-24 07:00:00,Menteng,
2024-10-24 07:00:00,Jagakarsa,
2024-10-24 07:00:00,Jatinegara,
2024-10-24 07:00:00,Kelapa Gading Indah,
2024-10-24 08:00:00,Slipi,
2024-10-24 08:00:00,Menteng,
2024-10-24 08:00:00,Jagakarsa,
2024-10-24 08:00:00,Jatinegara,
2024-10-24 08:00:00,Kelapa Gading Indah,
2024-10-24 09:00:00,Slipi,
2024-10-24 09:00:00,Menteng,
2024-10-24 09:00:00,Jagakarsa,
2024-10-24 09:00:00,Jatinegara,
2024-10-24 09:00:00,Kelapa Gading Indah,
2024-10-24 10:00:00,Slipi,
2024-10-24 10:00:00,Menteng,
2024-10-24 10:00:00,Jagakarsa,
2024-10-24 10:00:00,Jatinegara,
2024-10-24 10:00:00,Kelapa Gading Indah,
2024-10-24 11:00:00,Slipi,
2024-10-24 11:00:00,Menteng,
2024-10-24 11:00:00,Jagakarsa,
2024-10-24 11:00:00,Jatinegara,
2024-10-24 11:00:00,Kelapa Gading Indah,
2024-10-24 12:00:00,Slipi,
2024-10-24 12:00:00,Menteng,
2024-10-24 12:00:00,Jagakarsa,
2024-10-24 12:00:00,Jatinegara,
2024-10-24 12:00:00,Kelapa Gading Indah,
2024-10-24 13:00:00,Slipi,
2024-10-24 13:00:00,Menteng,
2024-10-24 13:00:00,Jagakarsa,
2024-10-24 13:00:00,Jatinegara,
2024-10-24 13:00:00,Kelapa Gading Indah,
2024-10-24 14:00:00,Slipi,
2024-10-24 14:00:00,Menteng,
2024-10-24 14:00:00,Jagakarsa,
2024-10-24 14:00:00,Jatinegara,
2024-10-24 14:00:00,Kelapa Gading Indah,
2024-10-24 15:00:00,Slipi,
2024-10-24 15:00:00,Menteng,
2024-10-24 15:00:00,Jagakarsa,
2024-10-24 15:00:00,Jatinegara,
2024-10-24 15:00:00,Kelapa Gading Indah,
2024-10-24 16:00:00,Slipi,
2024-10-24 16:00:00,Menteng,
2024-10-24 16:00:00,Jagakarsa,
2024-10-24 16:00:00,Jatinegara,
2024-10-24 16:00:00,Kelapa Gading Indah,
2024-10-25 07:00:00,Slipi,
2024-10-25 07:00:00,Menteng,
2024-10-25 07:00:00,Jagakarsa,
2024-10-25 07:00:00,Jatinegara,
2024-10-25 07:00:00,Kelapa Gading Indah,
2024-10-25 08:00:00,Slipi,
2024-10-25 08:00:00,Menteng,
2024-10-25 08:00:00,Jagakarsa,
2024-10-25 08:00:00,Jatinegara,
2024-10-25 08:00:00,Kelapa Gading Indah,
2024-10-25 09:00:00,Slipi,
2024-10-25 09:00:00,Menteng,
2024-10-25 09:00:00,Jagakarsa,
2024-10-25 09:00:00,Jatinegara,
2024-10-25 09:00:00,Kelapa Gading Indah,
2024-10-25 10:00:00,Slipi,
2024-10-25 10:00:00,Menteng,
2024-10-25 10:00:00,Jagakarsa,
2024-10-25 10:00:00,Jatinegara,
2024-10-25 10:00:00,Kelapa Gading Indah,
2024-10-25 11:00:00,Slipi,
2024-10-25 11:00:00,Menteng,
2024-10-25 11:00:00,Jagakarsa,
2024-10-25 11:00:00,Jatinegara,
2024-10-25 11:00:00,Kelapa Gading Indah,
2024-10-25 12:00:00,Slipi,
2024-10-25 12:00:00,Menteng,
2024-10-25 12:00:00,Jagakarsa,
2024-10-25 12:00:00,Jatinegara,
2024-10-25 12:00:00,Kelapa Gading Indah,
2024-10-25 13:00:00,Slipi,
2024-10-25 13:00:00,Menteng,
2024-10-25 13:00:00,Jagakarsa,
2024-10-25 13:00:00,Jatinegara,
2024-10-25 13:00:00,Kelapa Gading Indah,
2024-10-25 14:00:00,Slipi,
2024-10-25 14:00:00,Menteng,
2024-10-25 14:00:00,Jagakarsa,
2024-10-25 14:00:00,Jatinegara,
2024-10-25 14:00:00,Kelapa Gading Indah,
2024-10-25 15:00:00,Slipi,
2024-10-25 15:00:00,Menteng,
2024-10-25 15:00:00,Jagakarsa,
2024-10-25 15:00:00,Jatinegara,
2024-10-25 15:00:00,Kelapa Gading Indah,
2024-10-25 16:00:00,Slipi,
2024-10-25 16:00:00,Menteng,
2024-10-25 16:00:00,Jagakarsa,
2024-10-25 16:00:00,Jatinegara,
2024-10-25 16:00:00,Kelapa Gading Indah,
2024-10-26 07:00:00,Slipi,
2024-10-26 07:00:00,Menteng,
2024-10-26 07:00:00,Jagakarsa,
2024-10-26 07:00:00,Jatinegara,
2024-10-26 07:00:00,Kelapa Gading Indah,
2024-10-26 08:00:00,Slipi,
2024-10-26 08:00:00,Menteng,
2024-10-26 08:00:00,Jagakarsa,
2024-10-26 08:00:00,Jatinegara,
2024-10-26 08:00:00,Kelapa Gading Indah,
2024-10-26 09:00:00,Slipi,
2024-10-26 09:00:00,Menteng,
2024-10-26 09:00:00,Jagakarsa,
2024-10-26 09:00:00,Jatinegara,
2024-10-26 09:00:00,Kelapa Gading Indah,
2024-10-26 10:00:00,Slipi,
2024-10-26 10:00:00,Menteng,
2024-10-26 10:00:00,Jagakarsa,
2024-10-26 10:00:00,Jatinegara,
2024-10-26 10:00:00,Kelapa Gading Indah,
2024-10-26 11:00:00,Slipi,
2024-10-26 11:00:00,Menteng,
2024-10-26 11:00:00,Jagakarsa,
2024-10-26 11:00:00,Jatinegara,
2024-10-26 11:00:00,Kelapa Gading Indah,
2024-10-26 12:00:00,Slipi,
2024-10-26 12:00:00,Menteng,
2024-10-26 12:00:00,Jagakarsa,
2024-10-26 12:00:00,Jatinegara,
2024-10-26 12:00:00,Kelapa Gading Indah,
2024-10-26 13:00:00,Slipi,
2024-10-26 13:00:00,Menteng,
2024-10-26 13:00:00,Jagakarsa,
2024-10-26 13:00:00,Jatinegara,
2024-10-26 13:00:00,Kelapa Gading Indah,
2024-10-26 14:00:00,Slipi,
2024-10-26 14:00:00,Menteng,
2024-10-26 14:00:00,Jagakarsa,
2024-10-26 14:00:00,Jatinegara,
2024-10-26 14:00:00,Kelapa Gading Indah,
2024-10-26 15:00:00,Slipi,
2024-10-26 15:00:00,Menteng,
2024-10-26 15:00:00,Jagakarsa,
2024-10-26 15:00:00,Jatinegara,
2024-10-26 15:00:00,Kelapa Gading Indah,
2024-10-26 16:00:00,Slipi,
2024-10-26 16:00:00,Menteng,
2024-10-26 16:00:00,Jagakarsa,
2024-10-26 16:00:00,Jatinegara,
2024-10-26 16:00:00,Kelapa Gading Indah,
2024-10-27 07:00:00,Slipi,
2024-10-27 07:00:00,Menteng,
2024-10-27 07:00:00,Jagakarsa,
2024-10-27 07:00:00,Jatinegara,
2024-10-27 07:00:00,Kelapa Gading Indah,
2024-10-27 08:00:00,Slipi,
2024-10-27 08:00:00,Menteng,
2024-10-27 08:00:00,Jagakarsa,
2024-10-27 08:00:00,Jatinegara,
2024-10-27 08:00:00,Kelapa Gading Indah,
2024-10-27 09:00:00,Slipi,
2024-10-27 09:00:00,Menteng,
2024-10-27 09:00:00,Jagakarsa,
2024-10-27 09:00:00,Jatinegara,
2024-10-27 09:00:00,Kelapa Gading Indah,
2024-10-27 10:00:00,Slipi,
2024-10-27 10:00:00,Menteng,
2024-10-27 10:00:00,Jagakarsa,
2024-10-27 10:00:00,Jatinegara,
2024-10-27 10:00:00,Kelapa Gading Indah,
2024-10-27 11:00:00,Slipi,
2024-10-27 11:00:00,Menteng,
2024-10-27 11:00:00,Jagakarsa,
2024-10-27 11:00:00,Jatinegara,
2024-10-27 11:00:00,Kelapa Gading Indah,
2024-10-27 12:00:00,Slipi,
2024-10-27 12:00:00,Menteng,
2024-10-27 12:00:00,Jagakarsa,
2024-10-27 12:00:00,Jatinegara,
2024-10-27 12:00:00,Kelapa Gading Indah,
2024-10-27 13:00:00,Slipi,
2024-10-27 13:00:00,Menteng,
2024-10-27 13:00:00,Jagakarsa,
2024-10-27 13:00:00,Jatinegara,
2024-10-27 13:00:00,Kelapa Gading Indah,
2024-10-27 14:00:00,Slipi,
2024-10-27 14:00:00,Menteng,
2024-10-27 14:00:00,Jagakarsa,
2024-10-27 14:00:00,Jatinegara,
2024-10-27 14:00:00,Kelapa Gading Indah,
2024-10-27 15:00:00,Slipi,
2024-10-27 15:00:00,Menteng,
2024-10-27 15:00:00,Jagakarsa,
2024-10-27 15:00:00,Jatinegara,
2024-10-27 15:00:00,Kelapa Gading Indah,
2024-10-27 16:00:00,Slipi,
2024-10-27 16:00:00,Menteng,
2024-10-27 16:00:00,Jagakarsa,
2024-10-27 16:00:00,Jatinegara,
2024-10-27 16:00:00,Kelapa Gading Indah,
2024-10-28 07:00:00,Slipi,
2024-10-28 07:00:00,Menteng,
2024-10-28 07:00:00,Jagakarsa,
2024-10-28 07:00:00,Jatinegara,
2024-10-28 07:00:00,Kelapa Gading Indah,
2024-10-28 08:00:00,Slipi,
2024-10-28 08:00:00,Menteng,
2024-10-28 08:00:00,Jagakarsa,
2024-10-28 08:00:00,Jatinegara,
2024-10-28 08:00:00,Kelapa Gading Indah,
2024-10-28 09:00:00,Slipi,
2024-10-28 09:00:00,Menteng,
2024-10-28 09:00:00,Jagakarsa,
