waktu,stasiun,AOD
2023-08-07 14:00:00,Slipi,1.4855999946594238
2023-08-07 14:00:00,Menteng,
2023-08-07 14:00:00,Jagakarsa,
2023-08-07 14:00:00,Jatinegara,
2023-08-07 14:00:00,Kelapa Gading Indah,
2023-08-07 15:00:00,Slipi,0.92139995098114
2023-08-07 15:00:00,Menteng,0.9753999710083008
2023-08-07 15:00:00,Jagakarsa,
2023-08-07 15:00:00,Jatinegara,0.598800003528595
2023-08-07 15:00:00,Kelapa Gading Indah,0.3933999836444855
2023-08-07 16:00:00,Slipi,0.5083999633789062
2023-08-07 16:00:00,Menteng,0.5023999810218811
2023-08-07 16:00:00,Jagakarsa,
2023-08-07 16:00:00,Jatinegara,0.4901999831199646
2023-08-07 16:00:00,Kelapa Gading Indah,0.157600000500679
2023-08-08 07:00:00,Slipi,
2023-08-08 07:00:00,Menteng,
2023-08-08 07:00:00,Jagakarsa,
2023-08-08 07:00:00,Jatinegara,
2023-08-08 07:00:00,Kelapa Gading Indah,
2023-08-08 08:00:00,Slipi,0.729200005531311
2023-08-08 08:00:00,Menteng,0.4901999831199646
2023-08-08 08:00:00,Jagakarsa,0.9687999486923218
2023-08-08 08:00:00,Jatinegara,0.723800003528595
2023-08-08 08:00:00,Kelapa Gading Indah,0.4387999773025512
2023-08-08 09:00:00,Slipi,
2023-08-08 09:00:00,Menteng,0.6186000108718872
2023-08-08 09:00:00,Jagakarsa,1.2445999383926392
2023-08-08 09:00:00,Jatinegara,1.0441999435424805
2023-08-08 09:00:00,Kelapa Gading Indah,0.2624000012874603
2023-08-08 10:00:00,Slipi,
2023-08-08 10:00:00,Menteng,0.3923999965190887
2023-08-08 10:00:00,Jagakarsa,
2023-08-08 10:00:00,Jatinegara,0.375
2023-08-08 10:00:00,Kelapa Gading Indah,
2023-08-08 11:00:00,Slipi,0.5162000060081482
2023-08-08 11:00:00,Menteng,0.3605999946594238
2023-08-08 11:00:00,Jagakarsa,0.5026000142097473
2023-08-08 11:00:00,Jatinegara,0.3667999804019928
2023-08-08 11:00:00,Kelapa Gading Indah,0.2556000053882599
2023-08-08 12:00:00,Slipi,
2023-08-08 12:00:00,Menteng,0.468999981880188
2023-08-08 12:00:00,Jagakarsa,
2023-08-08 12:00:00,Jatinegara,
2023-08-08 12:00:00,Kelapa Gading Indah,
2023-08-08 13:00:00,Slipi,
2023-08-08 13:00:00,Menteng,
2023-08-08 13:00:00,Jagakarsa,
2023-08-08 13:00:00,Jatinegara,
2023-08-08 13:00:00,Kelapa Gading Indah,0.464599996805191
2023-08-08 14:00:00,Slipi,
2023-08-08 14:00:00,Menteng,
2023-08-08 14:00:00,Jagakarsa,
2023-08-08 14:00:00,Jatinegara,
2023-08-08 14:00:00,Kelapa Gading Indah,0.5551999807357788
2023-08-08 15:00:00,Slipi,
2023-08-08 15:00:00,Menteng,0.474399983882904
2023-08-08 15:00:00,Jagakarsa,
2023-08-08 15:00:00,Jatinegara,
2023-08-08 15:00:00,Kelapa Gading Indah,
2023-08-08 16:00:00,Slipi,
2023-08-08 16:00:00,Menteng,
2023-08-08 16:00:00,Jagakarsa,
2023-08-08 16:00:00,Jatinegara,0.420199990272522
2023-08-08 16:00:00,Kelapa Gading Indah,
2023-08-09 07:00:00,Slipi,
2023-08-09 07:00:00,Menteng,
2023-08-09 07:00:00,Jagakarsa,
2023-08-09 07:00:00,Jatinegara,
2023-08-09 07:00:00,Kelapa Gading Indah,
2023-08-09 08:00:00,Slipi,0.1718000024557113
2023-08-09 08:00:00,Menteng,0.7289999723434448
2023-08-09 08:00:00,Jagakarsa,0.6976000070571899
2023-08-09 08:00:00,Jatinegara,0.6757999658584595
2023-08-09 08:00:00,Kelapa Gading Indah,0.2981999814510345
2023-08-09 09:00:00,Slipi,
2023-08-09 09:00:00,Menteng,
2023-08-09 09:00:00,Jagakarsa,0.6863999962806702
2023-08-09 09:00:00,Jatinegara,1.0889999866485596
2023-08-09 09:00:00,Kelapa Gading Indah,0.7587999701499939
2023-08-09 10:00:00,Slipi,
2023-08-09 10:00:00,Menteng,0.8855999708175659
2023-08-09 10:00:00,Jagakarsa,0.5913999676704407
2023-08-09 10:00:00,Jatinegara,
2023-08-09 10:00:00,Kelapa Gading Indah,0.5437999963760376
2023-08-09 11:00:00,Slipi,
2023-08-09 11:00:00,Menteng,
2023-08-09 11:00:00,Jagakarsa,
2023-08-09 11:00:00,Jatinegara,
2023-08-09 11:00:00,Kelapa Gading Indah,0.5415999889373779
2023-08-09 12:00:00,Slipi,
2023-08-09 12:00:00,Menteng,0.4405999779701233
2023-08-09 12:00:00,Jagakarsa,
2023-08-09 12:00:00,Jatinegara,
2023-08-09 12:00:00,Kelapa Gading Indah,0.3483999967575073
2023-08-09 13:00:00,Slipi,
2023-08-09 13:00:00,Menteng,
2023-08-09 13:00:00,Jagakarsa,1.026600003242493
2023-08-09 13:00:00,Jatinegara,0.3185999989509582
2023-08-09 13:00:00,Kelapa Gading Indah,0.3048000037670135
2023-08-09 14:00:00,Slipi,
2023-08-09 14:00:00,Menteng,
2023-08-09 14:00:00,Jagakarsa,
2023-08-09 14:00:00,Jatinegara,0.6561999917030334
2023-08-09 14:00:00,Kelapa Gading Indah,0.5609999895095825
2023-08-09 15:00:00,Slipi,
2023-08-09 15:00:00,Menteng,
2023-08-09 15:00:00,Jagakarsa,
2023-08-09 15:00:00,Jatinegara,0.621999979019165
2023-08-09 15:00:00,Kelapa Gading Indah,
2023-08-09 16:00:00,Slipi,0.3084000051021576
2023-08-09 16:00:00,Menteng,0.2874000072479248
2023-08-09 16:00:00,Jagakarsa,0.4231999814510345
2023-08-09 16:00:00,Jatinegara,0.3385999798774719
2023-08-09 16:00:00,Kelapa Gading Indah,0.3495999872684479
2023-08-10 07:00:00,Slipi,
2023-08-10 07:00:00,Menteng,
2023-08-10 07:00:00,Jagakarsa,
2023-08-10 07:00:00,Jatinegara,
2023-08-10 07:00:00,Kelapa Gading Indah,
2023-08-10 08:00:00,Slipi,
2023-08-10 08:00:00,Menteng,0.6693999767303467
2023-08-10 08:00:00,Jagakarsa,
2023-08-10 08:00:00,Jatinegara,
2023-08-10 08:00:00,Kelapa Gading Indah,0.3851999938488006
2023-08-10 09:00:00,Slipi,0.5004000067710876
2023-08-10 09:00:00,Menteng,0.6223999857902527
2023-08-10 09:00:00,Jagakarsa,0.642799973487854
2023-08-10 09:00:00,Jatinegara,1.0723999738693235
2023-08-10 09:00:00,Kelapa Gading Indah,0.5963999629020691
2023-08-10 10:00:00,Slipi,
2023-08-10 10:00:00,Menteng,
2023-08-10 10:00:00,Jagakarsa,
2023-08-10 10:00:00,Jatinegara,0.5983999967575073
2023-08-10 10:00:00,Kelapa Gading Indah,0.7809999585151672
2023-08-10 11:00:00,Slipi,0.7405999898910522
2023-08-10 11:00:00,Menteng,
2023-08-10 11:00:00,Jagakarsa,0.3123999834060669
2023-08-10 11:00:00,Jatinegara,0.6079999804496765
2023-08-10 11:00:00,Kelapa Gading Indah,
2023-08-10 12:00:00,Slipi,0.8157999515533447
2023-08-10 12:00:00,Menteng,0.6033999919891357
2023-08-10 12:00:00,Jagakarsa,0.5297999978065491
2023-08-10 12:00:00,Jatinegara,
2023-08-10 12:00:00,Kelapa Gading Indah,0.3775999844074249
2023-08-10 13:00:00,Slipi,
2023-08-10 13:00:00,Menteng,0.8255999684333801
2023-08-10 13:00:00,Jagakarsa,
2023-08-10 13:00:00,Jatinegara,
2023-08-10 13:00:00,Kelapa Gading Indah,0.5203999876976013
2023-08-10 14:00:00,Slipi,0.7895999550819397
2023-08-10 14:00:00,Menteng,0.790399968624115
2023-08-10 14:00:00,Jagakarsa,
2023-08-10 14:00:00,Jatinegara,0.7227999567985535
2023-08-10 14:00:00,Kelapa Gading Indah,0.542199969291687
2023-08-10 15:00:00,Slipi,0.7059999704360962
2023-08-10 15:00:00,Menteng,0.6985999941825867
2023-08-10 15:00:00,Jagakarsa,
2023-08-10 15:00:00,Jatinegara,0.6947999596595764
2023-08-10 15:00:00,Kelapa Gading Indah,0.3583999872207641
2023-08-10 16:00:00,Slipi,0.6699999570846558
2023-08-10 16:00:00,Menteng,0.615399956703186
2023-08-10 16:00:00,Jagakarsa,
2023-08-10 16:00:00,Jatinegara,0.8123999834060669
2023-08-10 16:00:00,Kelapa Gading Indah,0.490799993276596
2023-08-11 07:00:00,Slipi,
2023-08-11 07:00:00,Menteng,
2023-08-11 07:00:00,Jagakarsa,
2023-08-11 07:00:00,Jatinegara,
2023-08-11 07:00:00,Kelapa Gading Indah,
2023-08-11 08:00:00,Slipi,
2023-08-11 08:00:00,Menteng,0.9053999781608582
2023-08-11 08:00:00,Jagakarsa,1.3113999366760254
2023-08-11 08:00:00,Jatinegara,1.215999960899353
2023-08-11 08:00:00,Kelapa Gading Indah,0.9995999932289124
2023-08-11 09:00:00,Slipi,1.2669999599456787
2023-08-11 09:00:00,Menteng,1.3564000129699707
2023-08-11 09:00:00,Jagakarsa,1.2143999338150024
2023-08-11 09:00:00,Jatinegara,1.3633999824523926
2023-08-11 09:00:00,Kelapa Gading Indah,
2023-08-11 10:00:00,Slipi,
2023-08-11 10:00:00,Menteng,
2023-08-11 10:00:00,Jagakarsa,1.3643999099731443
2023-08-11 10:00:00,Jatinegara,
2023-08-11 10:00:00,Kelapa Gading Indah,
2023-08-11 11:00:00,Slipi,
2023-08-11 11:00:00,Menteng,
2023-08-11 11:00:00,Jagakarsa,
2023-08-11 11:00:00,Jatinegara,
2023-08-11 11:00:00,Kelapa Gading Indah,
2023-08-11 12:00:00,Slipi,
2023-08-11 12:00:00,Menteng,
2023-08-11 12:00:00,Jagakarsa,
2023-08-11 12:00:00,Jatinegara,
2023-08-11 12:00:00,Kelapa Gading Indah,
2023-08-11 13:00:00,Slipi,
2023-08-11 13:00:00,Menteng,
2023-08-11 13:00:00,Jagakarsa,
2023-08-11 13:00:00,Jatinegara,
2023-08-11 13:00:00,Kelapa Gading Indah,
2023-08-11 14:00:00,Slipi,1.2481999397277832
2023-08-11 14:00:00,Menteng,1.1215999126434326
2023-08-11 14:00:00,Jagakarsa,
2023-08-11 14:00:00,Jatinegara,
2023-08-11 14:00:00,Kelapa Gading Indah,
2023-08-11 15:00:00,Slipi,
2023-08-11 15:00:00,Menteng,1.2121999263763428
2023-08-11 15:00:00,Jagakarsa,
2023-08-11 15:00:00,Jatinegara,
2023-08-11 15:00:00,Kelapa Gading Indah,0.9039999842643738
2023-08-11 16:00:00,Slipi,
2023-08-11 16:00:00,Menteng,
2023-08-11 16:00:00,Jagakarsa,
2023-08-11 16:00:00,Jatinegara,
2023-08-11 16:00:00,Kelapa Gading Indah,
2023-08-12 07:00:00,Slipi,
2023-08-12 07:00:00,Menteng,
2023-08-12 07:00:00,Jagakarsa,
2023-08-12 07:00:00,Jatinegara,
2023-08-12 07:00:00,Kelapa Gading Indah,
2023-08-12 08:00:00,Slipi,
2023-08-12 08:00:00,Menteng,0.597599983215332
2023-08-12 08:00:00,Jagakarsa,0.8118000030517578
2023-08-12 08:00:00,Jatinegara,0.811199963092804
2023-08-12 08:00:00,Kelapa Gading Indah,0.491599977016449
2023-08-12 09:00:00,Slipi,0.4291999936103821
2023-08-12 09:00:00,Menteng,0.4043999910354614
2023-08-12 09:00:00,Jagakarsa,1.0547999143600464
2023-08-12 09:00:00,Jatinegara,
2023-08-12 09:00:00,Kelapa Gading Indah,0.3364000022411346
2023-08-12 10:00:00,Slipi,
2023-08-12 10:00:00,Menteng,0.9593999981880188
2023-08-12 10:00:00,Jagakarsa,0.718999981880188
2023-08-12 10:00:00,Jatinegara,1.4233999252319336
2023-08-12 10:00:00,Kelapa Gading Indah,0.4129999876022339
2023-08-12 11:00:00,Slipi,
2023-08-12 11:00:00,Menteng,
2023-08-12 11:00:00,Jagakarsa,
2023-08-12 11:00:00,Jatinegara,
2023-08-12 11:00:00,Kelapa Gading Indah,
2023-08-12 12:00:00,Slipi,
2023-08-12 12:00:00,Menteng,
2023-08-12 12:00:00,Jagakarsa,
2023-08-12 12:00:00,Jatinegara,
2023-08-12 12:00:00,Kelapa Gading Indah,
2023-08-12 13:00:00,Slipi,
2023-08-12 13:00:00,Menteng,
2023-08-12 13:00:00,Jagakarsa,
2023-08-12 13:00:00,Jatinegara,
2023-08-12 13:00:00,Kelapa Gading Indah,
2023-08-12 14:00:00,Slipi,
2023-08-12 14:00:00,Menteng,
2023-08-12 14:00:00,Jagakarsa,
2023-08-12 14:00:00,Jatinegara,0.8797999620437622
2023-08-12 14:00:00,Kelapa Gading Indah,
2023-08-12 15:00:00,Slipi,
2023-08-12 15:00:00,Menteng,
2023-08-12 15:00:00,Jagakarsa,
2023-08-12 15:00:00,Jatinegara,0.7053999900817871
2023-08-12 15:00:00,Kelapa Gading Indah,0.4913999736309051
2023-08-12 16:00:00,Slipi,0.3753999769687652
2023-08-12 16:00:00,Menteng,0.3423999845981598
2023-08-12 16:00:00,Jagakarsa,
2023-08-12 16:00:00,Jatinegara,0.5607999563217163
2023-08-12 16:00:00,Kelapa Gading Indah,0.4837999939918518
2023-08-13 07:00:00,Slipi,
2023-08-13 07:00:00,Menteng,
2023-08-13 07:00:00,Jagakarsa,
2023-08-13 07:00:00,Jatinegara,
2023-08-13 07:00:00,Kelapa Gading Indah,
2023-08-13 08:00:00,Slipi,
2023-08-13 08:00:00,Menteng,
2023-08-13 08:00:00,Jagakarsa,
2023-08-13 08:00:00,Jatinegara,
2023-08-13 08:00:00,Kelapa Gading Indah,
2023-08-13 09:00:00,Slipi,
2023-08-13 09:00:00,Menteng,
2023-08-13 09:00:00,Jagakarsa,
2023-08-13 09:00:00,Jatinegara,
2023-08-13 09:00:00,Kelapa Gading Indah,
2023-08-13 10:00:00,Slipi,
2023-08-13 10:00:00,Menteng,
2023-08-13 10:00:00,Jagakarsa,
2023-08-13 10:00:00,Jatinegara,0.3017999827861786
2023-08-13 10:00:00,Kelapa Gading Indah,
2023-08-13 11:00:00,Slipi,0.3781999945640564
2023-08-13 11:00:00,Menteng,0.3567999899387359
2023-08-13 11:00:00,Jagakarsa,0.1013999953866005
2023-08-13 11:00:00,Jatinegara,0.3781999945640564
2023-08-13 11:00:00,Kelapa Gading Indah,0.2931999862194061
2023-08-13 12:00:00,Slipi,
2023-08-13 12:00:00,Menteng,
2023-08-13 12:00:00,Jagakarsa,
2023-08-13 12:00:00,Jatinegara,
2023-08-13 12:00:00,Kelapa Gading Indah,
2023-08-13 13:00:00,Slipi,
2023-08-13 13:00:00,Menteng,
2023-08-13 13:00:00,Jagakarsa,
2023-08-13 13:00:00,Jatinegara,
2023-08-13 13:00:00,Kelapa Gading Indah,
2023-08-13 14:00:00,Slipi,
2023-08-13 14:00:00,Menteng,
2023-08-13 14:00:00,Jagakarsa,
2023-08-13 14:00:00,Jatinegara,
2023-08-13 14:00:00,Kelapa Gading Indah,
2023-08-13 15:00:00,Slipi,
2023-08-13 15:00:00,Menteng,
2023-08-13 15:00:00,Jagakarsa,
2023-08-13 15:00:00,Jatinegara,
2023-08-13 15:00:00,Kelapa Gading Indah,
2023-08-13 16:00:00,Slipi,
2023-08-13 16:00:00,Menteng,
2023-08-13 16:00:00,Jagakarsa,
2023-08-13 16:00:00,Jatinegara,
2023-08-13 16:00:00,Kelapa Gading Indah,
2023-08-14 07:00:00,Slipi,
2023-08-14 07:00:00,Menteng,
2023-08-14 07:00:00,Jagakarsa,
2023-08-14 07:00:00,Jatinegara,
2023-08-14 07:00:00,Kelapa Gading Indah,
2023-08-14 08:00:00,Slipi,0.2976000010967254
2023-08-14 08:00:00,Menteng,0.2662000060081482
2023-08-14 08:00:00,Jagakarsa,0.5139999985694885
2023-08-14 08:00:00,Jatinegara,0.2565999925136566
2023-08-14 08:00:00,Kelapa Gading Indah,0.3143999874591827
2023-08-14 09:00:00,Slipi,0.2645999789237976
2023-08-14 09:00:00,Menteng,0.2644000053405761
2023-08-14 09:00:00,Jagakarsa,0.6887999773025513
2023-08-14 09:00:00,Jatinegara,
2023-08-14 09:00:00,Kelapa Gading Indah,0.2663999795913696
2023-08-14 10:00:00,Slipi,0.5162000060081482
2023-08-14 10:00:00,Menteng,0.4211999773979187
2023-08-14 10:00:00,Jagakarsa,0.4425999820232391
2023-08-14 10:00:00,Jatinegara,0.4125999808311462
2023-08-14 10:00:00,Kelapa Gading Indah,0.4754000008106231
2023-08-14 11:00:00,Slipi,
2023-08-14 11:00:00,Menteng,
2023-08-14 11:00:00,Jagakarsa,0.7983999848365784
2023-08-14 11:00:00,Jatinegara,
2023-08-14 11:00:00,Kelapa Gading Indah,0.9101999998092652
2023-08-14 12:00:00,Slipi,
2023-08-14 12:00:00,Menteng,
2023-08-14 12:00:00,Jagakarsa,
2023-08-14 12:00:00,Jatinegara,
2023-08-14 12:00:00,Kelapa Gading Indah,0.7671999931335449
2023-08-14 13:00:00,Slipi,
2023-08-14 13:00:00,Menteng,
2023-08-14 13:00:00,Jagakarsa,
2023-08-14 13:00:00,Jatinegara,
2023-08-14 13:00:00,Kelapa Gading Indah,0.8100000023841858
2023-08-14 14:00:00,Slipi,
2023-08-14 14:00:00,Menteng,
2023-08-14 14:00:00,Jagakarsa,
2023-08-14 14:00:00,Jatinegara,
2023-08-14 14:00:00,Kelapa Gading Indah,0.6599999666213989
2023-08-14 15:00:00,Slipi,
2023-08-14 15:00:00,Menteng,
2023-08-14 15:00:00,Jagakarsa,
2023-08-14 15:00:00,Jatinegara,
2023-08-14 15:00:00,Kelapa Gading Indah,
2023-08-14 16:00:00,Slipi,
2023-08-14 16:00:00,Menteng,0.7981999516487122
2023-08-14 16:00:00,Jagakarsa,
2023-08-14 16:00:00,Jatinegara,0.6904000043869019
2023-08-14 16:00:00,Kelapa Gading Indah,0.7655999660491943
2023-08-15 07:00:00,Slipi,
2023-08-15 07:00:00,Menteng,
2023-08-15 07:00:00,Jagakarsa,
2023-08-15 07:00:00,Jatinegara,
2023-08-15 07:00:00,Kelapa Gading Indah,
2023-08-15 08:00:00,Slipi,0.3154000043869018
2023-08-15 08:00:00,Menteng,0.3147999942302704
2023-08-15 08:00:00,Jagakarsa,0.5961999893188477
2023-08-15 08:00:00,Jatinegara,0.2811999917030334
2023-08-15 08:00:00,Kelapa Gading Indah,0.2843999862670898
2023-08-15 09:00:00,Slipi,0.3172000050544739
2023-08-15 09:00:00,Menteng,0.2893999814987182
2023-08-15 09:00:00,Jagakarsa,0.6425999999046326
2023-08-15 09:00:00,Jatinegara,0.3333999812602997
2023-08-15 09:00:00,Kelapa Gading Indah,0.2919999957084656
2023-08-15 10:00:00,Slipi,0.5241999626159668
2023-08-15 10:00:00,Menteng,0.459799975156784
2023-08-15 10:00:00,Jagakarsa,0.3971999883651733
2023-08-15 10:00:00,Jatinegara,0.5198000073432922
2023-08-15 10:00:00,Kelapa Gading Indah,0.540399968624115
2023-08-15 11:00:00,Slipi,
2023-08-15 11:00:00,Menteng,
2023-08-15 11:00:00,Jagakarsa,0.6818000078201294
2023-08-15 11:00:00,Jatinegara,
2023-08-15 11:00:00,Kelapa Gading Indah,0.8853999972343445
2023-08-15 12:00:00,Slipi,
2023-08-15 12:00:00,Menteng,
2023-08-15 12:00:00,Jagakarsa,
2023-08-15 12:00:00,Jatinegara,
2023-08-15 12:00:00,Kelapa Gading Indah,
2023-08-15 13:00:00,Slipi,
2023-08-15 13:00:00,Menteng,
2023-08-15 13:00:00,Jagakarsa,
2023-08-15 13:00:00,Jatinegara,
2023-08-15 13:00:00,Kelapa Gading Indah,
2023-08-15 14:00:00,Slipi,
2023-08-15 14:00:00,Menteng,
2023-08-15 14:00:00,Jagakarsa,
2023-08-15 14:00:00,Jatinegara,
2023-08-15 14:00:00,Kelapa Gading Indah,
2023-08-15 15:00:00,Slipi,
2023-08-15 15:00:00,Menteng,
2023-08-15 15:00:00,Jagakarsa,
2023-08-15 15:00:00,Jatinegara,
2023-08-15 15:00:00,Kelapa Gading Indah,
2023-08-15 16:00:00,Slipi,0.6001999974250793
2023-08-15 16:00:00,Menteng,0.6015999913215637
2023-08-15 16:00:00,Jagakarsa,
2023-08-15 16:00:00,Jatinegara,0.6947999596595764
2023-08-15 16:00:00,Kelapa Gading Indah,0.621999979019165
2023-08-16 07:00:00,Slipi,
2023-08-16 07:00:00,Menteng,
2023-08-16 07:00:00,Jagakarsa,
2023-08-16 07:00:00,Jatinegara,
2023-08-16 07:00:00,Kelapa Gading Indah,
2023-08-16 08:00:00,Slipi,0.4433999955654144
2023-08-16 08:00:00,Menteng,
2023-08-16 08:00:00,Jagakarsa,
2023-08-16 08:00:00,Jatinegara,
2023-08-16 08:00:00,Kelapa Gading Indah,0.4913999736309051
2023-08-16 09:00:00,Slipi,0.3082000017166137
2023-08-16 09:00:00,Menteng,0.3131999969482422
2023-08-16 09:00:00,Jagakarsa,0.6579999923706055
2023-08-16 09:00:00,Jatinegara,0.4159999787807464
2023-08-16 09:00:00,Kelapa Gading Indah,
2023-08-16 10:00:00,Slipi,0.6279999613761902
2023-08-16 10:00:00,Menteng,0.6639999747276306
2023-08-16 10:00:00,Jagakarsa,0.4041999876499176
2023-08-16 10:00:00,Jatinegara,0.5157999992370605
2023-08-16 10:00:00,Kelapa Gading Indah,
2023-08-16 11:00:00,Slipi,
2023-08-16 11:00:00,Menteng,
2023-08-16 11:00:00,Jagakarsa,0.6233999729156494
2023-08-16 11:00:00,Jatinegara,
2023-08-16 11:00:00,Kelapa Gading Indah,
2023-08-16 12:00:00,Slipi,
2023-08-16 12:00:00,Menteng,
2023-08-16 12:00:00,Jagakarsa,
2023-08-16 12:00:00,Jatinegara,
2023-08-16 12:00:00,Kelapa Gading Indah,
2023-08-16 13:00:00,Slipi,1.412999987602234
2023-08-16 13:00:00,Menteng,
2023-08-16 13:00:00,Jagakarsa,
2023-08-16 13:00:00,Jatinegara,
2023-08-16 13:00:00,Kelapa Gading Indah,
2023-08-16 14:00:00,Slipi,1.302799940109253
2023-08-16 14:00:00,Menteng,
2023-08-16 14:00:00,Jagakarsa,
2023-08-16 14:00:00,Jatinegara,
2023-08-16 14:00:00,Kelapa Gading Indah,0.914799988269806
2023-08-16 15:00:00,Slipi,
2023-08-16 15:00:00,Menteng,
2023-08-16 15:00:00,Jagakarsa,
2023-08-16 15:00:00,Jatinegara,1.1502000093460083
2023-08-16 15:00:00,Kelapa Gading Indah,
2023-08-16 16:00:00,Slipi,
2023-08-16 16:00:00,Menteng,
2023-08-16 16:00:00,Jagakarsa,
2023-08-16 16:00:00,Jatinegara,
2023-08-16 16:00:00,Kelapa Gading Indah,0.8307999968528748
2023-08-17 07:00:00,Slipi,
2023-08-17 07:00:00,Menteng,
2023-08-17 07:00:00,Jagakarsa,
2023-08-17 07:00:00,Jatinegara,
2023-08-17 07:00:00,Kelapa Gading Indah,
2023-08-17 08:00:00,Slipi,
2023-08-17 08:00:00,Menteng,
2023-08-17 08:00:00,Jagakarsa,
2023-08-17 08:00:00,Jatinegara,
2023-08-17 08:00:00,Kelapa Gading Indah,0.3522000014781952
2023-08-17 09:00:00,Slipi,0.3845999836921692
2023-08-17 09:00:00,Menteng,0.1305999904870987
2023-08-17 09:00:00,Jagakarsa,0.753600001335144
2023-08-17 09:00:00,Jatinegara,
2023-08-17 09:00:00,Kelapa Gading Indah,
2023-08-17 10:00:00,Slipi,0.5091999769210815
2023-08-17 10:00:00,Menteng,0.39819997549057
2023-08-17 10:00:00,Jagakarsa,0.4935999810695648
2023-08-17 10:00:00,Jatinegara,0.4791999757289886
2023-08-17 10:00:00,Kelapa Gading Indah,0.5069999694824219
2023-08-17 11:00:00,Slipi,0.6123999953269958
2023-08-17 11:00:00,Menteng,0.4657999873161316
2023-08-17 11:00:00,Jagakarsa,0.4879999756813049
2023-08-17 11:00:00,Jatinegara,0.4405999779701233
2023-08-17 11:00:00,Kelapa Gading Indah,0.2947999835014343
2023-08-17 12:00:00,Slipi,
2023-08-17 12:00:00,Menteng,0.47079998254776
2023-08-17 12:00:00,Jagakarsa,0.6814000010490417
2023-08-17 12:00:00,Jatinegara,
2023-08-17 12:00:00,Kelapa Gading Indah,0.3400000035762787
2023-08-17 13:00:00,Slipi,
2023-08-17 13:00:00,Menteng,0.3623999953269958
2023-08-17 13:00:00,Jagakarsa,
2023-08-17 13:00:00,Jatinegara,
2023-08-17 13:00:00,Kelapa Gading Indah,
2023-08-17 14:00:00,Slipi,0.723800003528595
2023-08-17 14:00:00,Menteng,
2023-08-17 14:00:00,Jagakarsa,
2023-08-17 14:00:00,Jatinegara,
2023-08-17 14:00:00,Kelapa Gading Indah,
2023-08-17 15:00:00,Slipi,
2023-08-17 15:00:00,Menteng,
2023-08-17 15:00:00,Jagakarsa,
2023-08-17 15:00:00,Jatinegara,
2023-08-17 15:00:00,Kelapa Gading Indah,
2023-08-17 16:00:00,Slipi,
2023-08-17 16:00:00,Menteng,
2023-08-17 16:00:00,Jagakarsa,
2023-08-17 16:00:00,Jatinegara,
2023-08-17 16:00:00,Kelapa Gading Indah,0.6269999742507935
2023-08-18 07:00:00,Slipi,
2023-08-18 07:00:00,Menteng,
2023-08-18 07:00:00,Jagakarsa,
2023-08-18 07:00:00,Jatinegara,
2023-08-18 07:00:00,Kelapa Gading Indah,
2023-08-18 08:00:00,Slipi,0.2011999934911728
2023-08-18 08:00:00,Menteng,0.183799996972084
2023-08-18 08:00:00,Jagakarsa,
2023-08-18 08:00:00,Jatinegara,
2023-08-18 08:00:00,Kelapa Gading Indah,0.2171999961137771
2023-08-18 09:00:00,Slipi,0.2732000052928924
2023-08-18 09:00:00,Menteng,0.2368000000715255
2023-08-18 09:00:00,Jagakarsa,0.5374000072479248
2023-08-18 09:00:00,Jatinegara,0.3980000019073486
2023-08-18 09:00:00,Kelapa Gading Indah,0.2430000007152557
2023-08-18 10:00:00,Slipi,0.4917999804019928
2023-08-18 10:00:00,Menteng,0.3999999761581421
2023-08-18 10:00:00,Jagakarsa,0.4123999774456024
2023-08-18 10:00:00,Jatinegara,0.4438000023365021
2023-08-18 10:00:00,Kelapa Gading Indah,
2023-08-18 11:00:00,Slipi,
2023-08-18 11:00:00,Menteng,
2023-08-18 11:00:00,Jagakarsa,
2023-08-18 11:00:00,Jatinegara,
2023-08-18 11:00:00,Kelapa Gading Indah,
2023-08-18 12:00:00,Slipi,
2023-08-18 12:00:00,Menteng,
2023-08-18 12:00:00,Jagakarsa,0.6189999580383301
2023-08-18 12:00:00,Jatinegara,
2023-08-18 12:00:00,Kelapa Gading Indah,
2023-08-18 13:00:00,Slipi,
2023-08-18 13:00:00,Menteng,
2023-08-18 13:00:00,Jagakarsa,
2023-08-18 13:00:00,Jatinegara,
2023-08-18 13:00:00,Kelapa Gading Indah,
2023-08-18 14:00:00,Slipi,
2023-08-18 14:00:00,Menteng,
2023-08-18 14:00:00,Jagakarsa,
2023-08-18 14:00:00,Jatinegara,
2023-08-18 14:00:00,Kelapa Gading Indah,
2023-08-18 15:00:00,Slipi,
2023-08-18 15:00:00,Menteng,
2023-08-18 15:00:00,Jagakarsa,
2023-08-18 15:00:00,Jatinegara,
2023-08-18 15:00:00,Kelapa Gading Indah,
2023-08-18 16:00:00,Slipi,
2023-08-18 16:00:00,Menteng,0.7561999559402466
2023-08-18 16:00:00,Jagakarsa,
2023-08-18 16:00:00,Jatinegara,0.7229999899864197
2023-08-18 16:00:00,Kelapa Gading Indah,
2023-08-19 07:00:00,Slipi,
2023-08-19 07:00:00,Menteng,
2023-08-19 07:00:00,Jagakarsa,
2023-08-19 07:00:00,Jatinegara,
2023-08-19 07:00:00,Kelapa Gading Indah,
2023-08-19 08:00:00,Slipi,0.23539999127388
2023-08-19 08:00:00,Menteng,0.2001999914646148
2023-08-19 08:00:00,Jagakarsa,0.5971999764442444
